custAge,profession,marital,schooling,housing,loan,contact,month,day_of_week,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pastEmail,responded,profit
52,blue-collar,married,basic.6y,yes,no,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.966,5228.1,0,no,NA
45,services,single,high.school,yes,no,cellular,nov,fri,1,0,-0.1,93.2,-42,4.021,5195.8,0,no,NA
56,technician,married,NA,yes,no,cellular,nov,fri,6,0,-0.1,93.2,-42,4.021,5195.8,0,no,NA
51,unemployed,married,basic.9y,no,no,cellular,aug,fri,2,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
NA,blue-collar,married,NA,yes,yes,telephone,may,NA,3,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
NA,services,married,high.school,yes,no,cellular,may,fri,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,NA
NA,technician,married,NA,no,no,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.866,5228.1,0,no,NA
80,retired,married,basic.4y,no,no,cellular,aug,wed,4,0,-2.9,92.201,-31.4,0.854,5076.2,0,no,NA
33,admin.,single,NA,yes,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
41,technician,married,professional.course,yes,no,telephone,jun,wed,3,0,1.4,94.465,-41.8,4.959,5228.1,0,no,NA
NA,retired,married,university.degree,no,yes,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.966,5228.1,0,no,NA
38,blue-collar,married,basic.4y,yes,no,cellular,may,wed,3,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,NA
37,self-employed,married,NA,no,no,telephone,jun,tue,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
NA,blue-collar,married,basic.9y,no,no,cellular,may,wed,4,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,NA
23,admin.,single,professional.course,no,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
NA,admin.,divorced,university.degree,yes,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
NA,admin.,single,university.degree,unknown,unknown,cellular,aug,mon,1,2,-2.9,92.201,-31.4,0.861,5076.2,8,no,NA
28,blue-collar,married,basic.9y,yes,yes,telephone,jul,tue,4,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
41,unemployed,single,high.school,no,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
NA,blue-collar,married,basic.4y,yes,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.968,5228.1,0,no,NA
52,services,divorced,basic.4y,yes,no,cellular,jun,tue,1,0,-2.9,92.963,-40.8,1.262,5076.2,0,no,NA
NA,blue-collar,married,basic.9y,yes,no,telephone,may,thu,5,0,1.1,93.994,-36.4,4.86,5191,0,no,NA
29,services,married,high.school,yes,no,cellular,nov,thu,4,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
50,management,married,basic.6y,no,no,cellular,apr,fri,4,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
38,admin.,married,university.degree,no,no,telephone,may,NA,6,0,-1.8,92.893,-46.2,1.344,5099.1,0,no,NA
38,technician,single,university.degree,yes,no,telephone,jun,wed,3,0,-2.9,92.963,-40.8,1.26,5076.2,0,no,NA
31,admin.,married,NA,no,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.968,5228.1,0,no,NA
35,student,single,high.school,yes,yes,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
53,admin.,married,NA,no,no,cellular,jul,thu,8,0,1.4,93.918,-42.7,4.968,5228.1,0,no,NA
NA,blue-collar,married,NA,yes,no,cellular,nov,wed,5,0,-0.1,93.2,-42,4.12,5195.8,0,no,NA
57,self-employed,married,NA,no,yes,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
94,retired,married,basic.9y,no,no,cellular,nov,wed,1,1,-3.4,92.649,-30.1,0.716,5017.5,4,no,NA
42,unknown,single,NA,yes,no,cellular,jul,mon,3,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
30,technician,single,NA,yes,no,cellular,may,wed,3,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,NA
NA,retired,married,high.school,yes,no,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,NA
NA,admin.,single,high.school,yes,yes,cellular,may,wed,4,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,NA
35,admin.,single,university.degree,yes,yes,cellular,apr,thu,1,1,-1.8,93.075,-47.1,1.365,5099.1,1,no,NA
NA,admin.,married,basic.9y,yes,no,cellular,may,tue,1,1,-1.8,92.893,-46.2,1.266,5099.1,1,no,NA
35,technician,divorced,university.degree,yes,no,cellular,may,tue,1,0,-1.8,92.893,-46.2,1.291,5099.1,0,no,NA
31,technician,married,NA,yes,no,cellular,aug,thu,3,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
50,management,divorced,high.school,no,no,cellular,jul,tue,1,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
46,technician,divorced,professional.course,no,no,cellular,jul,NA,3,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
30,blue-collar,married,basic.9y,no,no,telephone,jun,thu,29,0,1.4,94.465,-41.8,4.866,5228.1,0,no,NA
34,blue-collar,married,NA,yes,yes,telephone,may,thu,1,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
33,entrepreneur,married,university.degree,yes,no,cellular,may,NA,2,1,-1.8,92.893,-46.2,1.334,5099.1,2,no,NA
NA,blue-collar,single,basic.9y,yes,no,cellular,jul,tue,6,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
NA,unknown,married,NA,no,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
30,student,single,NA,yes,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
34,technician,married,university.degree,yes,no,cellular,aug,fri,3,0,-2.9,92.201,-31.4,0.825,5076.2,0,no,NA
NA,technician,single,professional.course,yes,no,cellular,apr,mon,3,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
55,entrepreneur,divorced,NA,yes,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
52,management,married,university.degree,yes,yes,cellular,jul,mon,1,0,1.4,93.918,-42.7,4.96,5228.1,0,no,NA
46,housemaid,married,NA,yes,no,cellular,aug,fri,1,0,-2.9,92.201,-31.4,0.881,5076.2,0,no,NA
NA,retired,married,university.degree,yes,no,cellular,aug,mon,1,0,-2.9,92.201,-31.4,0.843,5076.2,0,no,NA
30,blue-collar,married,basic.9y,yes,no,telephone,jun,fri,1,0,1.4,94.465,-41.8,4.967,5228.1,0,no,NA
41,technician,divorced,professional.course,yes,no,cellular,aug,wed,4,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
50,entrepreneur,married,unknown,yes,yes,cellular,jul,tue,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
41,admin.,married,university.degree,yes,no,cellular,jul,wed,1,1,-2.9,92.469,-33.6,1.029,5076.2,2,no,NA
NA,blue-collar,married,basic.9y,yes,no,telephone,may,tue,3,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
32,admin.,married,high.school,no,no,telephone,jun,wed,1,0,1.4,94.465,-41.8,4.962,5228.1,0,no,NA
NA,management,married,NA,yes,yes,cellular,apr,tue,8,0,-1.8,93.075,-47.1,1.423,5099.1,0,no,NA
39,services,married,high.school,yes,yes,cellular,may,tue,1,0,-1.8,92.893,-46.2,1.344,5099.1,0,no,NA
47,blue-collar,married,NA,yes,no,telephone,may,thu,3,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
NA,admin.,divorced,high.school,yes,no,cellular,aug,wed,6,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
NA,services,married,high.school,no,yes,telephone,jun,wed,1,0,1.4,94.465,-41.8,4.962,5228.1,0,no,NA
35,blue-collar,single,basic.4y,no,no,cellular,jul,mon,4,0,1.4,93.918,-42.7,4.96,5228.1,0,no,NA
35,management,single,university.degree,no,yes,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,NA
49,admin.,divorced,high.school,yes,no,telephone,jun,mon,5,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
32,services,married,basic.4y,no,no,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,NA
NA,blue-collar,married,NA,unknown,unknown,cellular,aug,mon,6,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
32,admin.,single,university.degree,no,no,cellular,jul,mon,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
NA,blue-collar,single,NA,yes,yes,telephone,jun,mon,3,0,1.4,94.465,-41.8,4.96,5228.1,0,no,NA
33,admin.,married,university.degree,no,no,cellular,nov,NA,1,1,-0.1,93.2,-42,4.12,5195.8,5,no,NA
NA,self-employed,married,high.school,no,no,cellular,aug,tue,3,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
35,technician,single,NA,yes,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
34,technician,divorced,unknown,yes,yes,cellular,jul,thu,4,0,1.4,93.918,-42.7,4.968,5228.1,0,no,NA
43,blue-collar,married,basic.9y,no,no,cellular,may,fri,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,no,NA
35,technician,married,professional.course,no,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.859,5191,0,no,NA
35,management,single,university.degree,yes,no,cellular,aug,mon,2,0,1.4,93.444,-36.1,4.97,5228.1,0,no,NA
53,blue-collar,married,basic.4y,no,no,telephone,may,wed,2,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
45,blue-collar,married,basic.4y,no,no,telephone,jul,tue,3,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
NA,management,married,NA,yes,no,cellular,jul,NA,1,0,1.4,93.918,-42.7,4.957,5228.1,0,no,NA
NA,admin.,married,high.school,yes,no,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.966,5228.1,0,no,NA
31,management,single,university.degree,yes,no,cellular,nov,thu,1,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
44,blue-collar,married,NA,no,no,telephone,jun,tue,5,0,1.4,94.465,-41.8,4.864,5228.1,0,no,NA
NA,admin.,married,high.school,unknown,unknown,cellular,apr,fri,2,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
44,admin.,single,university.degree,no,no,telephone,jun,thu,2,0,1.4,94.465,-41.8,4.958,5228.1,0,no,NA
NA,unemployed,married,NA,unknown,unknown,cellular,jul,thu,6,0,1.4,93.918,-42.7,4.958,5228.1,0,no,NA
31,management,single,university.degree,yes,yes,cellular,may,mon,1,0,-1.8,92.893,-46.2,1.299,5099.1,0,no,NA
NA,self-employed,married,university.degree,yes,no,telephone,jul,thu,27,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
NA,blue-collar,divorced,basic.6y,yes,no,cellular,may,wed,1,1,-1.8,92.893,-46.2,1.334,5099.1,1,no,NA
NA,blue-collar,married,basic.9y,no,no,cellular,mar,fri,2,0,-1.8,93.369,-34.8,0.636,5008.7,0,no,NA
29,admin.,single,high.school,yes,no,cellular,may,mon,1,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,NA
30,services,married,high.school,yes,no,cellular,nov,wed,4,1,-0.1,93.2,-42,4.12,5195.8,1,no,NA
NA,admin.,single,high.school,no,no,cellular,may,fri,2,1,-1.8,92.893,-46.2,1.25,5099.1,6,no,NA
33,entrepreneur,married,university.degree,no,no,cellular,jul,mon,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
53,entrepreneur,married,basic.4y,yes,no,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
37,management,married,NA,no,no,cellular,nov,thu,2,1,-0.1,93.2,-42,4.076,5195.8,3,no,NA
NA,management,single,university.degree,no,no,cellular,jul,thu,2,0,1.4,93.918,-42.7,4.958,5228.1,0,no,NA
34,admin.,single,university.degree,yes,no,cellular,jul,tue,2,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
41,admin.,married,university.degree,yes,no,cellular,aug,wed,2,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
24,blue-collar,married,basic.9y,yes,no,cellular,oct,fri,1,0,-3.4,92.431,-26.9,0.72,5017.5,0,no,NA
36,admin.,married,university.degree,no,no,cellular,aug,wed,2,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
45,admin.,married,unknown,no,no,telephone,jun,mon,4,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
NA,admin.,married,high.school,yes,no,telephone,may,NA,1,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
51,admin.,divorced,university.degree,yes,yes,cellular,nov,thu,2,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
NA,blue-collar,married,NA,yes,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.967,5228.1,0,no,NA
36,services,single,high.school,no,no,cellular,jul,mon,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
58,blue-collar,married,NA,no,yes,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.866,5228.1,0,no,NA
51,technician,married,professional.course,yes,no,telephone,jun,fri,1,0,1.4,94.465,-41.8,4.967,5228.1,0,no,NA
NA,admin.,divorced,NA,no,yes,telephone,may,fri,1,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
38,blue-collar,divorced,basic.4y,no,no,cellular,nov,thu,2,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
36,admin.,single,NA,yes,no,cellular,nov,wed,4,0,-0.1,93.2,-42,4.12,5195.8,0,no,NA
29,admin.,married,high.school,no,no,telephone,may,wed,1,0,-1.8,93.876,-40,0.69,5008.7,0,no,NA
32,admin.,single,NA,no,no,cellular,aug,wed,3,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
38,admin.,married,NA,yes,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.859,5191,0,no,NA
40,self-employed,married,NA,no,no,cellular,nov,wed,1,0,-0.1,93.2,-42,4.12,5195.8,0,no,NA
45,technician,married,university.degree,no,no,telephone,jun,mon,3,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
25,student,single,high.school,no,no,telephone,may,mon,6,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,NA
NA,admin.,single,high.school,yes,no,cellular,apr,fri,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
28,services,married,high.school,yes,no,telephone,jul,thu,4,0,1.4,93.918,-42.7,4.968,5228.1,0,no,NA
NA,technician,married,university.degree,yes,no,cellular,jul,thu,1,0,-2.9,92.469,-33.6,1.072,5076.2,0,no,NA
39,admin.,married,NA,yes,yes,cellular,aug,fri,3,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
42,blue-collar,married,NA,yes,no,telephone,may,mon,5,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
26,entrepreneur,single,high.school,yes,no,cellular,may,mon,2,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,NA
46,housemaid,married,basic.4y,no,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
35,technician,single,professional.course,no,yes,cellular,aug,fri,4,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
30,services,married,NA,no,no,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
30,admin.,single,university.degree,yes,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
NA,services,single,NA,no,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
37,blue-collar,divorced,basic.9y,yes,yes,cellular,apr,fri,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
30,blue-collar,married,basic.6y,yes,no,cellular,jul,NA,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
NA,blue-collar,single,basic.9y,yes,no,cellular,may,thu,1,0,-1.8,92.893,-46.2,1.327,5099.1,0,no,NA
36,admin.,single,university.degree,no,no,cellular,jul,thu,40,0,1.4,93.918,-42.7,4.968,5228.1,0,no,NA
31,blue-collar,married,NA,no,no,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
40,admin.,married,NA,yes,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
34,technician,single,university.degree,yes,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.957,5228.1,0,no,NA
55,admin.,married,university.degree,no,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.967,5228.1,0,no,NA
63,retired,married,university.degree,no,no,cellular,aug,tue,1,0,-2.9,92.201,-31.4,0.859,5076.2,0,no,NA
50,admin.,married,university.degree,no,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
30,admin.,single,university.degree,no,no,cellular,may,fri,2,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,NA
NA,technician,married,university.degree,no,yes,cellular,jul,thu,2,0,1.4,93.918,-42.7,4.968,5228.1,0,no,NA
44,blue-collar,single,basic.9y,no,no,telephone,may,thu,2,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
33,admin.,single,university.degree,yes,no,cellular,aug,wed,4,0,1.4,93.444,-36.1,4.967,5228.1,0,no,NA
49,blue-collar,married,basic.9y,no,no,cellular,nov,fri,5,0,-0.1,93.2,-42,4.021,5195.8,0,no,NA
40,admin.,married,university.degree,yes,no,telephone,may,thu,7,0,1.1,93.994,-36.4,4.86,5191,0,no,NA
21,blue-collar,married,basic.9y,yes,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
46,admin.,married,university.degree,no,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
45,admin.,divorced,high.school,yes,no,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
NA,blue-collar,married,high.school,no,no,telephone,jun,wed,2,0,1.4,94.465,-41.8,4.962,5228.1,0,no,NA
35,services,married,basic.9y,yes,yes,cellular,jul,wed,6,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
NA,services,single,high.school,yes,no,cellular,jun,mon,1,0,-2.9,92.963,-40.8,1.26,5076.2,0,no,NA
50,services,married,high.school,yes,yes,cellular,may,fri,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,NA
NA,blue-collar,married,NA,unknown,unknown,cellular,aug,thu,3,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
40,blue-collar,married,basic.6y,no,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
39,admin.,married,NA,yes,yes,cellular,jun,tue,1,0,-2.9,92.963,-40.8,1.262,5076.2,0,no,NA
57,services,divorced,NA,yes,no,telephone,jun,mon,4,0,1.4,94.465,-41.8,4.96,5228.1,0,no,NA
42,blue-collar,married,unknown,no,no,telephone,jun,wed,7,0,1.4,94.465,-41.8,4.959,5228.1,0,no,NA
30,technician,single,university.degree,no,no,cellular,nov,thu,3,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
NA,technician,married,professional.course,yes,no,cellular,aug,tue,6,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
24,services,married,high.school,yes,no,cellular,may,mon,1,0,-1.8,92.893,-46.2,1.299,5099.1,0,no,NA
56,retired,divorced,NA,yes,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.86,5191,0,no,NA
36,self-employed,single,NA,no,no,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.968,5228.1,0,no,NA
40,management,married,university.degree,yes,no,cellular,may,tue,1,0,-1.8,92.893,-46.2,1.344,5099.1,0,no,NA
37,admin.,single,university.degree,no,no,cellular,aug,wed,11,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
38,technician,single,professional.course,yes,no,cellular,jul,tue,2,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
NA,entrepreneur,married,university.degree,yes,no,cellular,nov,mon,2,0,-0.1,93.2,-42,4.191,5195.8,0,no,NA
NA,admin.,single,university.degree,no,no,cellular,aug,NA,2,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
42,blue-collar,divorced,NA,yes,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
NA,services,single,high.school,yes,no,telephone,jun,fri,14,0,1.4,94.465,-41.8,4.959,5228.1,0,no,NA
37,admin.,married,university.degree,yes,yes,cellular,may,fri,2,0,-1.8,92.893,-46.2,1.313,5099.1,0,no,NA
43,blue-collar,married,basic.9y,no,no,cellular,may,thu,2,0,-1.8,92.893,-46.2,1.327,5099.1,0,no,NA
48,blue-collar,divorced,NA,yes,no,cellular,nov,mon,1,1,-0.1,93.2,-42,4.191,5195.8,1,no,NA
49,admin.,single,university.degree,yes,no,telephone,jun,NA,3,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
59,self-employed,married,university.degree,no,no,cellular,may,tue,2,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,NA
NA,admin.,single,university.degree,no,no,cellular,aug,thu,1,1,-2.9,92.201,-31.4,0.883,5076.2,4,no,NA
39,admin.,married,professional.course,yes,no,telephone,may,NA,2,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
70,admin.,married,basic.4y,no,no,cellular,sep,tue,1,1,-3.4,92.379,-29.8,0.77,5017.5,4,no,NA
NA,entrepreneur,married,unknown,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
NA,blue-collar,married,basic.9y,no,no,telephone,may,NA,2,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
26,technician,single,professional.course,no,no,telephone,oct,mon,1,1,-1.1,94.601,-49.5,0.977,4963.6,2,no,NA
25,self-employed,single,unknown,no,no,cellular,apr,mon,2,1,-1.8,93.749,-34.6,0.643,5008.7,5,no,NA
44,technician,married,professional.course,no,no,cellular,aug,wed,9,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
50,blue-collar,married,basic.9y,yes,yes,cellular,nov,fri,7,0,-0.1,93.2,-42,4.021,5195.8,0,no,NA
30,management,married,university.degree,unknown,unknown,cellular,sep,wed,1,1,-1.1,94.199,-37.5,0.88,4963.6,1,no,NA
39,admin.,married,NA,yes,no,telephone,may,tue,5,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
